name,lon,lat,building_height_m,required_height_m,spare_m,distance_km
,80.02382,7.02659,3.2,2.2,1.0,57.8
,79.97275,7.05293,3.2,2.2,1.0,64.1
,80.02314,7.03245,3.2,2.2,1.0,58.1
,79.91882,7.1478,3.2,2.2,1.0,74.3
,79.91874,7.14778,3.2,2.2,1.0,74.3
,79.98178,7.04466,3.2,2.2,1.0,62.8
,79.98162,7.04466,3.2,2.2,1.0,62.9
,79.98541,7.04717,3.2,2.2,1.0,62.6
,79.98485,7.04715,3.2,2.2,1.0,62.6
,79.9824,7.03578,3.2,2.2,1.0,62.4
,79.98244,7.03589,3.2,2.2,1.0,62.4
,79.98207,7.03998,3.2,2.2,1.0,62.6
,79.98193,7.03997,3.2,2.2,1.0,62.6
,79.98263,7.03588,3.2,2.2,1.0,62.4
,79.91212,7.07324,3.2,2.2,1.0,71.2
,79.97782,7.04528,3.2,2.2,1.0,63.3
,79.97967,7.04404,3.2,2.2,1.0,63.0
,79.9797,7.04611,3.2,2.2,1.0,63.1
,79.97658,7.04441,3.2,2.2,1.0,63.4
,79.97969,7.04603,3.2,2.2,1.0,63.1
,79.97419,7.02817,3.2,2.2,1.0,62.9
,79.97401,7.02822,3.2,2.2,1.0,62.9
,79.97092,7.04164,3.2,2.2,1.0,63.8
,79.97227,7.03657,3.2,2.2,1.0,63.4
,79.93489,7.09024,3.2,2.2,1.0,69.7
,79.99605,7.04359,3.2,2.2,1.0,61.4
,80.00519,7.04324,3.2,2.2,1.0,60.4
,79.96222,7.04519,3.2,2.2,1.0,64.8
,79.93262,7.09467,3.2,2.2,1.0,70.1
,79.92875,7.09021,3.2,2.2,1.0,70.3
,80.02061,7.03901,3.2,2.2,1.0,58.7
,80.02048,7.03914,3.2,2.2,1.0,58.7
,79.98697,7.03668,3.2,2.2,1.0,62.0
,79.98684,7.03666,3.2,2.2,1.0,62.0
,80.02205,7.03832,3.2,2.2,1.0,58.5
,79.96181,7.03889,3.2,2.2,1.0,64.6
,80.0264,7.03672,3.2,2.2,1.0,58.0
,80.02672,7.03617,3.2,2.2,1.0,57.9
,80.02648,7.03656,3.2,2.2,1.0,58.0
,80.02661,7.03675,3.2,2.2,1.0,58.0
,79.98662,7.04069,3.2,2.2,1.0,62.2
,79.97512,7.0315,3.2,2.2,1.0,62.9
,79.9753,7.03132,3.2,2.2,1.0,62.9
,79.89123,7.09312,3.2,2.2,1.0,74.2
,79.96711,7.03467,3.2,2.2,1.0,63.9
,79.96697,7.03459,3.2,2.2,1.0,63.9
,79.90241,7.07225,3.2,2.2,1.0,72.1
,79.90015,7.16651,3.2,2.2,1.0,77.1
,79.98348,7.03285,3.2,2.2,1.0,62.1
,79.98155,7.03401,3.2,2.2,1.0,62.4
,79.97816,7.03287,3.2,2.2,1.0,62.7
,79.89263,7.0721,3.2,2.2,1.0,73.1
,80.00003,7.03704,3.2,2.2,1.0,60.7
,79.99637,7.03697,3.2,2.2,1.0,61.0
,79.99637,7.03686,3.2,2.2,1.0,61.0
,79.99193,7.03988,3.2,2.2,1.0,61.6
,80.00011,7.03696,3.2,2.2,1.0,60.6
,80.00107,7.02793,3.2,2.2,1.0,60.1
,80.00096,7.028,3.2,2.2,1.0,60.2
,80.0022,7.02566,3.2,2.2,1.0,59.9
,80.00172,7.03291,6.4,5.4,1.0,60.3
,80.00042,7.03507,3.2,2.2,1.0,60.5
,80.00051,7.0351,3.2,2.2,1.0,60.5
,79.94892,7.07255,3.2,2.2,1.0,67.4
,80.03009,7.10951,3.2,2.2,1.0,61.6
,79.99404,7.0945,3.2,2.2,1.0,64.1
,79.94244,7.094,3.2,2.2,1.0,69.1
,79.95362,7.05947,3.2,2.2,1.0,66.4
,79.94811,7.06093,3.2,2.2,1.0,67.0
,79.96037,7.05702,3.2,2.2,1.0,65.6
,79.96082,7.05669,3.2,2.2,1.0,65.5
,80.00019,7.09054,3.2,2.2,1.0,63.3
,80.0009,7.09237,3.2,2.2,1.0,63.4
,79.91287,7.15203,3.2,2.2,1.0,75.1
,79.95826,7.08002,3.2,2.2,1.0,66.9
,80.03392,7.04394,3.2,2.2,1.0,57.6
,80.03053,7.04083,3.2,2.2,1.0,57.8
,80.03043,7.04071,3.2,2.2,1.0,57.8
,80.03057,7.04063,3.2,2.2,1.0,57.8
,80.0306,7.04078,3.2,2.2,1.0,57.8
,79.99274,7.08602,3.2,2.2,1.0,63.8
,79.99266,7.08593,3.2,2.2,1.0,63.8
,79.9929,7.08627,3.2,2.2,1.0,63.8
,79.99308,7.08619,3.2,2.2,1.0,63.8
,80.0023,7.06755,3.2,2.2,1.0,61.9
,79.96233,7.07544,3.2,2.2,1.0,66.2
,79.95794,7.07836,3.2,2.2,1.0,66.8
,80.03306,7.07889,3.2,2.2,1.0,59.5
,79.90288,7.13289,3.2,2.2,1.0,75.0
,79.99353,7.03375,3.2,2.2,1.0,61.2
,79.99465,7.03204,3.2,2.2,1.0,61.0
,79.93992,7.07108,3.2,2.2,1.0,68.3
,79.94036,7.07052,3.2,2.2,1.0,68.2
,79.94038,7.07044,3.2,2.2,1.0,68.2
,79.94433,7.0672,3.2,2.2,1.0,67.6
,79.94633,7.07183,3.2,2.2,1.0,67.7
,79.94582,7.0672,6.4,5.4,1.0,67.5
,79.93949,7.06757,3.2,2.2,1.0,68.1
,79.9407,7.06387,3.2,2.2,1.0,67.9
,79.94051,7.06393,3.2,2.2,1.0,67.9
,79.93961,7.06744,3.2,2.2,1.0,68.1
,80.00937,7.02758,3.2,2.2,1.0,59.3
,80.0126,7.03328,3.2,2.2,1.0,59.2
,80.00843,7.03206,3.2,2.2,1.0,59.6
,80.00852,7.03328,3.2,2.2,1.0,59.6
,80.00859,7.03331,3.2,2.2,1.0,59.6
,80.0087,7.03336,3.2,2.2,1.0,59.6
,80.0127,7.03326,3.2,2.2,1.0,59.2
,80.01152,7.03525,3.2,2.2,1.0,59.4
,80.00866,7.03354,3.2,2.2,1.0,59.6
,80.01976,7.02404,3.2,2.2,1.0,58.1
,79.92625,7.06377,3.2,2.2,1.0,69.3
,80.00313,7.02598,3.2,2.2,1.0,59.8
,80.02394,7.02402,3.2,2.2,1.0,57.7
,79.9283,7.06284,3.2,2.2,1.0,69.1
,80.02877,7.03021,3.2,2.2,1.0,57.5
,80.02885,7.03137,6.4,5.4,1.0,57.5
,80.02874,7.03013,3.2,2.2,1.0,57.5
,80.02695,7.02751,3.2,2.2,1.0,57.5
,80.02769,7.02802,3.2,2.2,1.0,57.5
,80.02762,7.02807,3.2,2.2,1.0,57.5
,79.98288,7.05988,3.2,2.2,1.0,63.4
,79.92161,7.07417,3.2,2.2,1.0,70.2
,79.92149,7.07422,3.2,2.2,1.0,70.3
,79.97784,7.03868,3.2,2.2,1.0,63.0
,79.92367,7.08317,3.2,2.2,1.0,70.5
,80.02532,7.0957,3.2,2.2,1.0,61.2
,80.02527,7.09587,3.2,2.2,1.0,61.2
,79.94789,7.06101,3.2,2.2,1.0,67.0
,79.96499,7.04915,3.2,2.2,1.0,64.7
,79.94664,7.06106,6.4,5.4,1.0,67.1
,79.92867,7.09027,3.2,2.2,1.0,70.3
,79.9787,7.0926,3.2,2.2,1.0,65.5
,80.00483,7.09273,3.2,2.2,1.0,63.0
,80.01442,7.09666,3.2,2.2,1.0,62.3
,80.01739,7.09722,3.2,2.2,1.0,62.0
,80.00674,7.08632,3.2,2.2,1.0,62.5
,80.01754,7.09724,3.2,2.2,1.0,62.0
,80.01801,7.10064,3.2,2.2,1.0,62.2
,79.98914,7.07556,3.2,2.2,1.0,63.6
,79.99552,7.07304,3.2,2.2,1.0,62.9
,79.99545,7.07299,3.2,2.2,1.0,62.9
happy bright hotel,79.95895,7.09212,3.2,2.2,1.0,67.4
,80.03568,7.08863,6.4,5.4,1.0,59.8
,80.00931,7.10237,3.2,2.2,1.0,63.1
,79.99648,7.08813,3.2,2.2,1.0,63.6
,80.00513,7.08888,3.2,2.2,1.0,62.8
,80.00549,7.08944,3.2,2.2,1.0,62.8
,80.0052,7.08909,3.2,2.2,1.0,62.8
,80.0083,7.06544,3.2,2.2,1.0,61.2
,80.01606,7.08955,6.4,5.4,1.0,61.7
,79.98066,7.0654,3.2,2.2,1.0,63.9
,80.01188,7.07352,3.2,2.2,1.0,61.3
,80.01171,7.07348,3.2,2.2,1.0,61.3
,80.0038,7.05207,3.2,2.2,1.0,61.0
,79.97787,7.06654,3.2,2.2,1.0,64.3
,80.00107,7.0492,3.2,2.2,1.0,61.1
,80.00103,7.04916,3.2,2.2,1.0,61.1
,80.04147,7.11334,3.2,2.2,1.0,60.7
,79.98029,7.0473,3.2,2.2,1.0,63.1
,79.93963,7.08225,3.2,2.2,1.0,68.8
,79.93962,7.08221,3.2,2.2,1.0,68.8
,80.00815,7.06545,3.2,2.2,1.0,61.2
,80.00145,7.06403,3.2,2.2,1.0,61.8
,80.02202,7.03844,3.2,2.2,1.0,58.5
Sanasa,80.00469,7.06871,3.2,2.2,1.0,61.7
,80.04334,7.10747,6.4,5.4,1.0,60.2
,80.02825,7.09576,3.2,2.2,1.0,60.9
,80.03244,7.07579,3.2,2.2,1.0,59.4
,80.03391,7.04416,3.2,2.2,1.0,57.6
,79.96082,7.07791,6.4,5.4,1.0,66.5
,80.01912,7.0636,6.4,5.4,1.0,60.1
,80.02041,7.06331,3.2,2.2,1.0,59.9
,79.95748,7.0578,3.2,2.2,1.0,65.9
,79.99148,7.05016,3.2,2.2,1.0,62.1
,80.01581,7.05605,3.2,2.2,1.0,60.0
,79.97689,7.04498,3.2,2.2,1.0,63.3
,79.96267,7.04241,3.2,2.2,1.0,64.7
,79.97429,7.02656,3.2,2.2,1.0,62.8
,80.00029,7.03685,3.2,2.2,1.0,60.6
,79.94024,7.07049,3.2,2.2,1.0,68.2
,79.93475,7.10514,3.2,2.2,1.0,70.4
,79.92856,7.0629,3.2,2.2,1.0,69.0
,79.93953,7.10616,3.2,2.2,1.0,70.0
,80.01596,7.01726,3.2,2.2,1.0,58.2
,80.00268,7.0111,3.2,2.2,1.0,59.3
,80.01925,7.01797,3.2,2.2,1.0,57.9
Sawmill,79.93857,7.10347,3.2,2.2,1.0,70.0
,79.89855,7.17331,3.2,2.2,1.0,77.6
,79.9454,7.08575,3.2,2.2,1.0,68.4
,79.95397,7.08118,3.2,2.2,1.0,67.4
,79.96163,7.03817,3.2,2.2,1.0,64.6
,79.96805,7.07941,3.2,2.2,1.0,65.9
,79.9647,7.04895,3.2,2.2,1.0,64.8
Bank of Ceylon,79.89052,7.08173,9.6,8.6,1.0,73.7
,79.92849,7.06279,3.2,2.2,1.0,69.0
,79.92853,7.06497,3.2,2.2,1.0,69.1
,79.99469,7.03213,3.2,2.2,1.0,61.0
,80.03664,7.09176,3.2,2.2,1.0,59.9
,80.03926,7.09003,3.2,2.2,1.0,59.6
,80.03564,7.07959,3.2,2.2,1.0,59.3
,80.03251,7.07578,3.2,2.2,1.0,59.4
,79.97669,7.05054,3.2,2.2,1.0,63.6
,79.89039,7.08269,3.2,2.2,1.0,73.8
,79.89033,7.08269,3.2,2.2,1.0,73.8
Rice Mills,79.94764,7.09968,3.2,2.2,1.0,68.9
,80.01178,7.07367,3.2,2.2,1.0,61.3
,80.01868,7.10137,3.2,2.2,1.0,62.2
,79.88774,7.08128,3.2,2.2,1.0,74.0
,80.02391,7.11034,3.2,2.2,1.0,62.2
,80.02383,7.11018,3.2,2.2,1.0,62.2
,79.96633,7.06202,3.2,2.2,1.0,65.2
,79.96634,7.06212,3.2,2.2,1.0,65.2
,79.89059,7.09623,3.2,2.2,1.0,74.4
,79.89053,7.09601,3.2,2.2,1.0,74.4
,80.04701,7.09323,3.2,2.2,1.0,59.0
,80.04694,7.09319,3.2,2.2,1.0,59.0
,80.04848,7.09354,3.2,2.2,1.0,58.9
,80.0484,7.09332,3.2,2.2,1.0,58.9
,79.88924,7.10683,3.2,2.2,1.0,75.0
,79.88918,7.10721,3.2,2.2,1.0,75.0
,79.88964,7.10737,3.2,2.2,1.0,75.0
,79.88923,7.10673,3.2,2.2,1.0,75.0
,79.88918,7.10737,3.2,2.2,1.0,75.1
,79.8895,7.10723,3.2,2.2,1.0,75.0
,79.88776,7.09506,3.2,2.2,1.0,74.6
,79.88751,7.09497,3.2,2.2,1.0,74.6
,79.89049,7.09951,3.2,2.2,1.0,74.5
,79.89052,7.09933,3.2,2.2,1.0,74.5
,79.88462,7.09716,3.2,2.2,1.0,75.0
,79.88467,7.09732,3.2,2.2,1.0,75.0
,79.9944,7.06419,3.2,2.2,1.0,62.5
,80.02978,7.09584,3.2,2.2,1.0,60.8
,79.88941,7.09696,3.2,2.2,1.0,74.5
,79.88959,7.09689,3.2,2.2,1.0,74.5
,79.88952,7.09703,3.2,2.2,1.0,74.5
,79.9932,7.08508,3.2,2.2,1.0,63.7
,79.91321,7.06803,3.2,2.2,1.0,70.8
,80.0027,7.08583,3.2,2.2,1.0,62.8
,79.88946,7.09694,3.2,2.2,1.0,74.5
,79.88903,7.09791,3.2,2.2,1.0,74.6
,79.88749,7.0802,3.2,2.2,1.0,74.0
,79.91084,7.09121,3.2,2.2,1.0,72.1
,79.88163,7.0591,3.2,2.2,1.0,73.6
,79.88162,7.05915,3.2,2.2,1.0,73.6
,79.90393,7.08448,3.2,2.2,1.0,72.5
,79.91027,7.08451,3.2,2.2,1.0,71.9
,79.91021,7.08459,3.2,2.2,1.0,71.9
,79.913,7.08335,3.2,2.2,1.0,71.5
,79.91304,7.08353,3.2,2.2,1.0,71.5
,79.88167,7.05923,3.2,2.2,1.0,73.6
,79.88182,7.05924,3.2,2.2,1.0,73.6
,79.89389,7.06371,3.2,2.2,1.0,72.6
,79.89383,7.06367,3.2,2.2,1.0,72.6
,79.89395,7.06358,3.2,2.2,1.0,72.6
,79.89384,7.06355,3.2,2.2,1.0,72.6
,79.89786,7.08356,3.2,2.2,1.0,73.1
,79.89807,7.08355,3.2,2.2,1.0,73.0
,79.89743,7.08664,3.2,2.2,1.0,73.2
garage,79.89738,7.08656,3.2,2.2,1.0,73.2
,79.89683,7.05768,3.2,2.2,1.0,72.0
,79.99011,7.04738,3.2,2.2,1.0,62.1
,79.99945,7.08658,3.2,2.2,1.0,63.2
,79.9183,7.12244,3.2,2.2,1.0,73.0
,79.91832,7.12255,3.2,2.2,1.0,73.0
,80.01356,7.08614,6.4,5.4,1.0,61.8
,79.92056,7.12016,3.2,2.2,1.0,72.6
,79.92032,7.11948,3.2,2.2,1.0,72.6
,79.92055,7.11957,3.2,2.2,1.0,72.6
,79.92044,7.11997,3.2,2.2,1.0,72.6
,80.04205,7.10291,6.4,5.4,1.0,60.1
,79.89057,7.09943,3.2,2.2,1.0,74.5
,79.89051,7.09927,3.2,2.2,1.0,74.5
,79.87813,7.12057,3.2,2.2,1.0,76.8
,79.87802,7.12055,3.2,2.2,1.0,76.8
,79.98934,7.07559,3.2,2.2,1.0,63.6
,79.91021,7.08439,3.2,2.2,1.0,71.9
,79.88621,7.12053,3.2,2.2,1.0,76.0
,79.92005,7.1201,3.2,2.2,1.0,72.7
,79.92033,7.12005,3.2,2.2,1.0,72.6
,79.9206,7.11993,3.2,2.2,1.0,72.6
,79.91908,7.12562,6.4,5.4,1.0,73.0
,79.92243,7.14545,3.2,2.2,1.0,73.8
,79.92084,7.12,3.2,2.2,1.0,72.6
,79.91824,7.11888,3.2,2.2,1.0,72.8
,79.92376,7.14683,3.2,2.2,1.0,73.7
,79.92162,7.14685,3.2,2.2,1.0,74.0
,79.91063,7.13103,3.2,2.2,1.0,74.1
,79.91078,7.13121,3.2,2.2,1.0,74.1
,79.88697,7.12823,3.2,2.2,1.0,76.3
,79.8869,7.12806,3.2,2.2,1.0,76.3
,79.92733,7.15276,3.2,2.2,1.0,73.7
,80.01587,7.01726,3.2,2.2,1.0,58.2
,79.88612,7.12055,3.2,2.2,1.0,76.0
,79.887,7.12806,3.2,2.2,1.0,76.3
,79.91327,7.06789,3.2,2.2,1.0,70.8
,79.92286,7.08223,3.2,2.2,1.0,70.5
,79.90389,7.0846,3.2,2.2,1.0,72.5
,79.90222,7.07228,3.2,2.2,1.0,72.1
,79.92395,6.88716,6.4,5.4,1.0,64.2
,80.05816,7.32696,3.2,2.2,1.0,75.2
,80.6673,7.45547,3.2,2.2,1.0,73.8
,80.66713,7.45529,3.2,2.2,1.0,73.8
,80.66973,7.45549,3.2,2.2,1.0,73.9
,79.92905,6.89251,3.2,2.2,1.0,63.7
,79.92898,6.89254,3.2,2.2,1.0,63.7
,80.2745,7.81641,3.2,2.2,1.0,114.1
ABC,80.4116,8.33254,14.0,13.0,1.0,168.7
,80.11516,6.61776,3.2,2.2,1.0,47.5
,80.11499,6.61771,3.2,2.2,1.0,47.5
,80.11428,6.61612,3.2,2.2,1.0,47.6
,80.11186,6.62508,3.2,2.2,1.0,47.5
,80.09185,6.69027,3.2,2.2,1.0,46.9
,80.09428,6.62104,3.2,2.2,1.0,49.4
,80.09658,6.63049,3.2,2.2,1.0,48.7
,80.09692,6.63187,3.2,2.2,1.0,48.6
,80.10126,6.63065,3.2,2.2,1.0,48.3
,80.09864,6.6316,3.2,2.2,1.0,48.5
,80.09875,6.63151,3.2,2.2,1.0,48.5
,80.09883,6.63157,3.2,2.2,1.0,48.5
,80.09958,6.63161,3.2,2.2,1.0,48.4
,80.07577,6.64347,3.2,2.2,1.0,50.3
,80.0756,6.64353,3.2,2.2,1.0,50.3
,80.10614,6.70853,3.2,2.2,1.0,44.9
,80.07742,6.65579,3.2,2.2,1.0,49.7
,80.08116,6.6856,3.2,2.2,1.0,48.2
,80.08773,6.68514,3.2,2.2,1.0,47.5
,80.0772,6.65073,3.2,2.2,1.0,49.9
,80.06536,6.66353,3.2,2.2,1.0,50.6
,80.06458,6.66335,3.2,2.2,1.0,50.7
,80.06449,6.66353,3.2,2.2,1.0,50.7
,80.0719,6.68385,3.2,2.2,1.0,49.3
,80.05767,6.65413,3.2,2.2,1.0,51.8
,80.06259,6.65518,3.2,2.2,1.0,51.2
,80.2188,6.35379,3.2,2.2,1.0,59.2
,80.36902,6.65966,3.2,2.2,1.0,22.0
,80.38588,6.64542,3.2,2.2,1.0,22.1
,80.39615,6.64713,3.2,2.2,1.0,21.3
,80.39608,6.64704,3.2,2.2,1.0,21.3
,80.39608,6.64693,3.2,2.2,1.0,21.3
,80.29317,6.37838,3.2,2.2,1.0,52.8
,80.36984,6.66492,6.4,5.4,1.0,21.5
,80.36344,6.67286,3.2,2.2,1.0,21.3
,80.35924,6.67113,3.2,2.2,1.0,21.8
,80.34998,6.67454,3.2,2.2,1.0,22.3
,80.33692,6.70346,3.2,2.2,1.0,21.5
,80.08779,6.67438,3.2,2.2,1.0,47.9
,80.11751,6.6308,3.2,2.2,1.0,46.6
,80.07564,6.64341,3.2,2.2,1.0,50.3
,80.08999,6.69589,3.2,2.2,1.0,47.0
,80.08998,6.69572,3.2,2.2,1.0,47.0
,80.07291,6.63906,3.2,2.2,1.0,50.8
,80.11428,6.61596,3.2,2.2,1.0,47.7
,80.05759,6.65397,3.2,2.2,1.0,51.8
,80.05767,6.65435,3.2,2.2,1.0,51.8
,80.0982,6.63024,3.2,2.2,1.0,48.6
,80.09868,6.63143,3.2,2.2,1.0,48.5
,80.09676,6.63174,3.2,2.2,1.0,48.7
,80.10118,6.63067,3.2,2.2,1.0,48.3
,80.31454,6.68712,3.2,2.2,1.0,24.5
,80.3304,6.71305,3.2,2.2,1.0,21.5
,80.27604,6.72615,3.2,2.2,1.0,26.4
,80.32518,6.71686,3.2,2.2,1.0,21.8
,80.33045,6.71316,3.2,2.2,1.0,21.5
,80.28967,6.72435,3.2,2.2,1.0,25.0
,80.36358,6.69447,3.2,2.2,1.0,19.7
,80.36348,6.69447,3.2,2.2,1.0,19.7
,80.28568,6.71313,3.2,2.2,1.0,25.9
,80.35976,6.68693,3.2,2.2,1.0,20.5
,80.26476,6.22682,3.2,2.2,1.0,69.5
,80.21401,6.37221,3.2,2.2,1.0,57.7
,80.36228,6.67384,3.2,2.2,1.0,21.3
,80.36969,6.66499,6.4,5.4,1.0,21.5
,80.07305,6.63915,3.2,2.2,1.0,50.8
,80.35963,6.68699,3.2,2.2,1.0,20.5
,80.36316,6.65887,3.2,2.2,1.0,22.5
,80.32533,6.71703,3.2,2.2,1.0,21.8
,80.36217,6.65196,3.2,2.2,1.0,23.1
,80.36757,6.66806,6.4,5.4,1.0,21.4
,80.35172,6.70012,3.2,2.2,1.0,20.3
,80.24901,6.23257,3.2,2.2,1.0,69.5
,80.08774,6.65048,3.2,2.2,1.0,48.8
,80.08929,6.84315,5.0,4.0,1.0,45.5
,80.08914,6.84302,5.0,4.0,1.0,45.5
Bank of Ceylon,80.00569,6.84247,6.0,5.0,1.0,54.7
,80.31285,7.81897,3.0,2.0,1.0,113.5
,79.99701,7.08496,3.2,2.2,1.0,63.3
,79.95983,7.05587,3.2,2.3,0.9,65.6
,79.95995,7.05585,3.2,2.3,0.9,65.5
,79.96005,7.05583,3.2,2.3,0.9,65.5
,79.96255,7.05742,3.2,2.3,0.9,65.4
,79.9627,7.05758,3.2,2.3,0.9,65.4
,79.95112,7.05804,3.2,2.3,0.9,66.5
,79.9515,7.05836,3.2,2.3,0.9,66.5
,79.96266,7.06234,3.2,2.3,0.9,65.6
,80.00806,7.08864,3.2,2.3,0.9,62.5
,79.96148,7.06828,3.2,2.3,0.9,66.0
,79.96122,7.06206,6.4,5.5,0.9,65.7
,80.01219,7.0156,3.2,2.3,0.9,58.5
,80.05306,7.11888,3.2,2.3,0.9,60.0
,79.94934,7.06631,3.2,2.3,0.9,67.1
,79.9513,7.05797,3.2,2.3,0.9,66.5
,79.95745,7.05861,3.2,2.3,0.9,65.9
,80.05749,7.11396,3.2,2.3,0.9,59.3
,79.97134,7.05786,3.2,2.3,0.9,64.5
,79.96512,7.06329,3.2,2.3,0.9,65.4
,79.97918,7.06217,3.2,2.3,0.9,63.9
,79.9761,7.05994,3.2,2.3,0.9,64.1
,79.97345,7.04976,3.2,2.3,0.9,63.9
,79.97374,7.04923,3.2,2.3,0.9,63.9
,79.9646,7.06708,3.2,2.3,0.9,65.6
,79.96463,7.06696,3.2,2.3,0.9,65.6
,79.9652,7.06742,3.2,2.3,0.9,65.6
,79.9595,7.06128,3.2,2.3,0.9,65.8
,79.96617,7.05991,3.2,2.3,0.9,65.1
,79.96982,7.07966,3.2,2.3,0.9,65.7
,79.96824,7.04913,3.2,2.3,0.9,64.4
,79.96576,7.0471,3.2,2.3,0.9,64.6
,79.96574,7.04657,3.2,2.3,0.9,64.5
,79.96564,7.04676,3.2,2.3,0.9,64.6
,79.98622,7.08049,3.2,2.3,0.9,64.1
,79.96161,7.06748,3.2,2.3,0.9,65.9
,79.97237,7.07126,3.2,2.3,0.9,65.0
,79.97237,7.07144,3.2,2.3,0.9,65.1
,79.98597,7.06947,3.2,2.3,0.9,63.6
,79.9661,7.09341,3.2,2.3,0.9,66.8
,79.96615,7.09325,3.2,2.3,0.9,66.8
,79.99088,7.06279,3.2,2.3,0.9,62.8
,79.99085,7.0626,3.2,2.3,0.9,62.8
,79.97888,7.06663,3.2,2.3,0.9,64.2
,80.01241,7.05481,3.2,2.3,0.9,60.3
,80.00953,7.04688,3.2,2.3,0.9,60.2
,80.00966,7.04691,3.2,2.3,0.9,60.2
,79.99343,7.06118,3.2,2.3,0.9,62.5
Sun Bakary,80.30113,7.33664,3.2,2.3,0.9,62.3
,79.94416,7.09373,3.2,2.3,0.9,68.9
,79.94402,7.0939,3.2,2.3,0.9,69.0
,79.95247,7.09471,3.2,2.3,0.9,68.2
,80.00048,7.09615,3.2,2.3,0.9,63.6
,80.0045,7.09776,3.2,2.3,0.9,63.3
,79.96447,7.0748,3.2,2.3,0.9,66.0
,79.96406,7.07854,3.2,2.3,0.9,66.2
,80.03736,7.08246,3.2,2.3,0.9,59.3
,79.94327,7.08478,3.2,2.3,0.9,68.6
,79.9592,7.07391,3.2,2.3,0.9,66.5
,79.95909,7.07411,3.2,2.3,0.9,66.5
,80.01898,7.09765,3.2,2.3,0.9,61.9
,80.01006,7.09713,3.2,2.3,0.9,62.7
,79.93354,7.10494,3.2,2.3,0.9,70.6
,79.93304,7.10405,3.2,2.3,0.9,70.6
,79.93283,7.10416,3.2,2.3,0.9,70.6
,80.01067,7.10076,3.2,2.3,0.9,62.9
,80.01058,7.10067,3.2,2.3,0.9,62.9
Gemunu Funeral Society Hall,80.0109,7.10064,3.2,2.3,0.9,62.9
,80.01102,7.10071,3.2,2.3,0.9,62.9
,80.02248,7.06215,3.2,2.3,0.9,59.7
,80.02234,7.06218,3.2,2.3,0.9,59.7
,79.93648,7.1046,3.2,2.3,0.9,70.3
,80.0086,7.0907,3.2,2.3,0.9,62.5
,79.95534,7.07589,3.2,2.3,0.9,67.0
,80.01881,7.10896,3.2,2.3,0.9,62.6
,79.95009,7.06966,3.2,2.3,0.9,67.2
,79.95,7.06967,3.2,2.3,0.9,67.2
,79.99071,7.04656,3.2,2.3,0.9,62.0
,79.9905,7.04672,3.2,2.3,0.9,62.1
,79.95035,7.07094,6.4,5.5,0.9,67.2
,79.98736,7.04249,3.2,2.3,0.9,62.2
Sangawasaya,79.9874,7.04273,3.2,2.3,0.9,62.2
,79.99327,7.04531,3.2,2.3,0.9,61.7
,79.99253,7.04455,3.2,2.3,0.9,61.8
,79.98762,7.04752,3.2,2.3,0.9,62.4
,79.94406,7.07292,3.2,2.3,0.9,67.9
,80.03469,7.09887,3.2,2.3,0.9,60.5
,79.93314,7.10656,3.2,2.3,0.9,70.7
,79.93326,7.10648,3.2,2.3,0.9,70.7
,79.93192,7.10744,3.2,2.3,0.9,70.8
,79.93177,7.1079,3.2,2.3,0.9,70.9
,79.93198,7.10722,3.2,2.3,0.9,70.8
,79.9319,7.1073,3.2,2.3,0.9,70.8
,79.94536,7.10312,3.2,2.3,0.9,69.3
,79.94557,7.10306,3.2,2.3,0.9,69.3
,79.94541,7.10291,3.2,2.3,0.9,69.3
,79.9374,7.10055,3.2,2.3,0.9,70.0
,79.94311,7.09871,3.2,2.3,0.9,69.3
,80.00382,7.07185,3.2,2.3,0.9,62.0
,80.00307,7.06811,3.2,2.3,0.9,61.9
,80.00683,7.06637,3.2,2.3,0.9,61.4
,80.0043,7.06667,3.2,2.3,0.9,61.7
,80.00306,7.063,3.2,2.3,0.9,61.6
,80.0074,7.06594,6.4,5.5,0.9,61.3
,80.00692,7.06661,3.2,2.3,0.9,61.4
,79.97201,7.03082,3.2,2.3,0.9,63.2
,79.97191,7.03094,3.2,2.3,0.9,63.2
,79.97202,7.03266,3.2,2.3,0.9,63.3
,79.94176,7.10279,3.2,2.3,0.9,69.6
,80.01074,7.08557,3.2,2.3,0.9,62.0
,80.0081,7.08634,3.2,2.3,0.9,62.3
,80.00699,7.0848,3.2,2.3,0.9,62.4
,80.01455,7.06114,3.2,2.3,0.9,60.4
,80.00469,7.08784,3.2,2.3,0.9,62.7
,80.00654,7.08827,6.4,5.5,0.9,62.6
,79.98955,7.07654,3.2,2.3,0.9,63.6
,79.92644,7.0713,3.2,2.3,0.9,69.6
,79.99396,7.07482,3.2,2.3,0.9,63.1
,79.99373,7.07429,6.4,5.5,0.9,63.1
,79.99919,7.06609,3.2,2.3,0.9,62.1
,79.9257,7.06998,3.2,2.3,0.9,69.6
,79.92556,7.06984,3.2,2.3,0.9,69.6
,79.92563,7.06996,3.2,2.3,0.9,69.6
,80.00202,7.06736,3.2,2.3,0.9,61.9
,80.00208,7.06719,3.2,2.3,0.9,61.9
,80.00193,7.06732,3.2,2.3,0.9,61.9
,80.00373,7.07375,3.2,2.3,0.9,62.1
,80.00368,7.07385,3.2,2.3,0.9,62.1
