name,place,lon,lat,distance_km,bearing_to_summit_deg,required_height_m,visibility,angular_height_deg,sunrise_align_1,sunrise_align_2
Lenabatuwa,village,80.54477,6.08095,80.7,356.5,206.7,never,,,
Kaluwarippuwa East,village,79.91262,7.24447,80.7,126.6,-1.8,ground level,1.223,,
Obadakanda,village,80.66619,6.09914,80.7,346.8,439.5,never,,,
Pannala - Ibbagamuwa,village,80.43947,7.53722,80.8,175.3,136.4,<=150 m (50 storeys),,,
Makandura,village,79.97741,7.32202,80.9,134.6,5.2,<=10 m (3 storeys),,,
Hirimburawa,village,80.37002,6.08935,80.9,10.2,142.4,<=150 m (50 storeys),,,
Kebiliyapola - North,village,80.66735,6.09697,80.9,346.8,445.1,never,,,
Tanamalwila,town,81.13028,6.43624,81.0,300.6,-0.3,ground level,1.175,,
Kamburupitiya,town,80.56738,6.08028,81.0,354.7,362.0,never,,,
Pallandeniya,village,80.32946,7.52242,81.0,166.7,3.1,<=10 m (3 storeys),,,
Demanhandiya,village,79.89725,7.22795,81.0,124.9,-1.6,ground level,1.222,,
Rattota,town,80.67757,7.52061,81.1,194.1,184.1,never,,,
Puhulkotuwa,village,81.23058,6.74808,81.1,274.8,2304.6,never,,,
Pothuwewa,village,80.77195,6.12851,81.1,338.2,430.7,never,,,
Katiyala,village,79.88928,7.21638,81.1,123.8,0.0,ground level,1.224,,
Urawatte,village,80.05532,6.22493,81.2,37.3,1.7,ground level,1.224,,
Kuleegoda,village,80.07046,6.21395,81.2,35.8,2.3,<=10 m (3 storeys),,,
Yakwila,village,80.03672,7.38038,81.2,141.1,-1.3,ground level,1.201,,
Narandeniya,village,80.57652,6.07942,81.2,354.0,352.1,never,,,
Okawela,village,80.71708,6.10817,81.2,342.8,703.2,never,,,
Madunagala,village,80.98149,6.2554,81.2,319.0,1.5,ground level,1.203,,
Meda Keembiya East,village,80.25534,6.11721,81.2,19.5,8.0,<=10 m (3 storeys),,,
Gedawila,village,81.22329,6.93471,81.2,260.2,1778.0,never,,,
Udawela,village,80.44257,7.54129,81.2,175.6,332.9,never,,,
Andaulpotha,village,81.08008,7.26248,81.4,232.0,2603.0,never,,,
Paraduwa,village,80.48109,6.07334,81.4,1.5,190.3,never,,,
Phala Athuraliya,village,80.51141,6.07365,81.4,359.1,110.6,<=150 m (50 storeys),,,
Yudaganawa,village,81.23469,6.77427,81.4,272.7,2597.3,never,,,
Siyambalagoda,village,80.93164,6.21215,81.5,324.1,0.7,ground level,1.193,,
Heenbunna,village,80.80692,6.13995,81.5,335.3,1.3,ground level,1.19,,
Madampagama,village,80.0576,6.21944,81.5,36.9,-0.9,ground level,1.216,,
Pahala Keembiya,village,80.22964,6.124,81.5,21.5,85.7,<=100 m (33 storeys),,,
Kaluwarippuwa West,village,79.89822,7.23659,81.5,125.5,-2.4,ground level,1.206,,
Dehelgamuwa,village,80.44758,7.54422,81.5,176.0,418.7,never,,,
Wepathaira - South,village,80.65097,6.08838,81.5,348.2,726.0,never,,,
Thumbe,village,80.5934,6.0772,81.6,352.7,293.3,never,,,
Thelawala,village,79.86912,7.19374,81.6,121.5,-1.3,ground level,1.212,,
Kohuliyadda,village,80.67474,6.09237,81.6,346.3,539.3,never,,,
Palapathwela,village,80.6275,7.53695,81.7,190.0,60.9,<=100 m (33 storeys),,,
Meetiyagoda,village,80.09648,6.19011,81.7,33.1,-1.1,ground level,1.211,,
Pathinwatte,village,80.25569,7.50678,81.7,160.8,-2.9,ground level,1.15,,
Sorabora,village,80.99812,7.35468,81.7,222.4,2029.8,never,,,
Dankanda,village,80.69875,7.52118,81.7,195.6,261.2,never,,,
Midlands,village,80.72323,7.51325,81.7,197.6,336.3,never,,,
Madampagama,village,80.05911,6.21475,81.8,36.6,0.2,ground level,1.209,,
Katana,town,79.9052,7.25055,81.8,126.7,7.6,<=10 m (3 storeys),,,
Ibbagamuwa,town,80.44964,7.54791,81.8,176.2,380.9,never,,,
Hakmana,town,80.64497,6.08393,81.8,348.7,743.2,never,,,
Lunugala,town,81.20218,7.04194,81.8,251.7,1301.5,never,,,
Rideegama,suburb,80.49112,7.54952,81.8,179.4,548.0,never,,,
Kadirana North,village,79.87799,7.21207,81.8,123.0,-0.0,ground level,1.205,,
Kebiliyapola - South,village,80.6614,6.08775,81.8,347.4,644.8,never,,,
Udugalmote,village,80.69076,6.09399,81.9,345.0,657.6,never,,,
Budanaapitiya,village,80.39013,7.54238,81.9,171.6,157.9,never,,,
Badalkumbura,town,81.23598,6.89524,82.0,263.3,2004.0,never,,,
Hakuruwela,village,80.83656,6.14887,82.0,333.0,114.3,<=150 m (50 storeys),,,
Kasideniya,village,80.22047,6.12247,82.0,22.2,-2.8,ground level,1.167,,
Mahapelessa,village,80.98413,6.24766,82.1,319.2,25.2,<=30 m (10 storeys),,,
Weheragodella,village,80.77715,6.12137,82.1,338.0,462.7,never,,,
Sandalankawa,village,79.94035,7.30052,82.2,131.4,10.8,<=30 m (10 storeys),,,
Uraniya,village,81.10927,7.23526,82.2,235.0,2992.6,never,,,
Maligathenna,village,81.23781,6.90745,82.3,262.4,2010.8,never,,,
Dehigolla,village,81.02628,7.33707,82.4,224.9,1862.0,never,,,
Galamuduna,village,80.88206,7.44952,82.4,210.9,843.3,never,,,
Dodangoda,village,80.17734,6.13614,82.5,25.6,9.5,<=10 m (3 storeys),,,
Meda Keembiya,village,80.24869,6.10651,82.5,19.7,37.8,<=60 m (20 storeys),,,
Katugahagalge,village,81.24604,6.81105,82.5,269.9,2525.4,never,,,
Pitakatuwana,village,80.55,6.06445,82.6,356.1,317.9,never,,,
Rideemaliyedda,village,81.12857,7.21221,82.6,237.3,2578.8,never,,,
Demataluwa,village,80.28545,7.52543,82.6,163.4,2.2,<=10 m (3 storeys),,,
Dungalpitiya,town,79.83203,7.14691,82.7,116.9,-1.4,ground level,1.192,,
Buttala,town,81.24654,6.76197,82.7,273.6,2695.7,never,,,
Karaputugala,village,80.60827,6.06933,82.7,351.7,436.0,never,,,
Gammedapitiya,village,80.66476,6.0802,82.7,347.2,616.9,never,,,
Ihala keembiya,village,80.25961,6.10097,82.7,18.8,61.6,<=100 m (33 storeys),,,
Pangolla,village,80.45563,7.55596,82.7,176.7,384.1,never,,,
Athala,village,81.24617,6.86378,82.7,265.8,2531.4,never,,,
Poddala,village,80.21723,6.11577,82.8,22.2,46.7,<=60 m (20 storeys),,,
Kurana,village,79.85649,7.19455,82.8,121.0,-1.7,ground level,1.185,,
Thalgampala,village,80.3036,6.08698,82.8,15.2,55.8,<=60 m (20 storeys),,,
Ratalankawa,village,80.564,6.06327,82.8,355.1,405.0,never,,,
Thraperiya,village,80.69429,6.08675,82.8,344.9,682.4,never,,,
Udupilegoda - West,village,80.64224,6.07393,82.9,349.0,690.8,never,,,
Adawatte State,village,81.20054,7.0753,82.9,249.2,1555.7,never,,,
Karandagama,village,81.23886,6.93781,82.9,260.1,1826.6,never,,,
Hunukete,village,80.67601,7.53821,82.9,193.6,80.7,<=100 m (33 storeys),,,
Keenagaspitiya,village,80.25056,7.51896,83.1,160.7,-0.2,ground level,1.126,,
Polwattakanda,village,80.69529,7.53487,83.1,195.1,20.6,<=30 m (10 storeys),,,
Udupeellegoda - East,village,80.6513,6.07363,83.1,348.4,712.7,never,,,
Kongala,village,80.6301,6.06891,83.2,350.0,545.1,never,,,
Kekunawela,village,80.50331,6.0559,83.3,359.7,68.8,<=100 m (33 storeys),,,
Thalgodapitiya - Ibbagamuwa,village,80.45893,7.56147,83.3,177.0,172.3,never,,,
Henegama,village,80.46347,6.05599,83.4,2.8,142.2,<=150 m (50 storeys),,,
Gangodagama,village,80.67607,6.07616,83.4,346.5,590.6,never,,,
Kandawala,village,79.88009,7.24041,83.4,124.9,-1.1,ground level,1.17,,
Dombawela,village,80.61401,7.55468,83.4,188.8,646.4,never,,,
Akurala,village,80.06292,6.1922,83.6,35.3,1.0,ground level,1.169,,
Angunukolapelessa,town,80.89767,6.16694,83.6,328.2,-0.3,ground level,1.154,,
Eethanawatte,village,80.25366,7.52423,83.6,161.1,7.9,<=10 m (3 storeys),,,
Kotagama,village,81.18467,7.13039,83.6,244.9,1854.9,never,,,
Mallehewa,village,81.1729,7.1531,83.6,242.9,1866.7,never,,,
Godagama,village,80.07968,6.1794,83.7,33.7,2.2,<=10 m (3 storeys),,,
Diyakobala,village,81.16303,7.17407,83.7,241.2,1893.5,never,,,
Lalpe,village,80.65235,6.06833,83.7,348.4,679.2,never,,,
Kahawa,village,80.07237,6.18399,83.8,34.4,0.9,ground level,1.164,,
Depalamulla,village,80.85787,6.14212,83.8,331.8,38.2,<=60 m (20 storeys),,,
Kawatayamuna,village,80.62244,7.55689,83.8,189.4,470.3,never,,,
Thelwatta,village,80.08621,6.17343,83.9,33.1,-1.1,ground level,1.162,,
Angurukaramulla,village,79.85431,7.21008,83.9,121.9,-1.6,ground level,1.16,,
Mapalana,village,80.56308,6.05331,83.9,355.2,431.6,never,,,
Pallattara,village,80.72973,6.08645,83.9,342.3,680.5,never,,,
Kithalawa,village,80.10976,7.46079,83.9,149.2,4.6,<=10 m (3 storeys),,,
Eththalamulla,village,81.25779,6.85181,83.9,266.8,2220.5,never,,,
Walpola,village,80.40181,6.05573,84.0,7.4,144.2,<=150 m (50 storeys),,,
Wellawa,suburb,80.36641,7.55812,84.1,170.0,54.8,<=60 m (20 storeys),,,
Hiyare,village,80.28428,6.0796,84.1,16.5,43.4,<=60 m (20 storeys),,,
Gonapinuwala,village,80.13695,6.14143,84.1,28.5,-1.1,ground level,1.16,,
Yatawatta,village,80.58365,7.56568,84.1,186.4,406.6,never,,,
Muruthawa,village,80.42907,7.56684,84.1,174.7,-0.0,ground level,1.077,,
Eraminiyaya,village,80.90109,6.16241,84.2,328.2,0.4,ground level,1.134,,
Maspotha,village,80.30773,7.54644,84.2,165.5,1.9,<=10 m (3 storeys),,,
Owitigamuwa,village,80.61578,6.05696,84.2,351.2,452.5,never,,,
Narangamuwa,village,80.83886,7.49112,84.2,206.5,1013.6,never,,,
Naradda,village,80.67545,6.06904,84.2,346.6,514.1,never,,,
Peraliya,village,80.08991,6.16668,84.3,32.6,-0.2,ground level,1.154,,
Dematapitiya,village,80.66611,6.06542,84.3,347.4,558.9,never,,,
Bendigama,village,80.78337,6.10226,84.3,338.1,401.5,never,,,
Ipalewa,village,80.46549,7.57115,84.3,177.5,1.2,ground level,1.061,,
Pallekiruwa,village,81.23417,7.01492,84.3,254.4,1299.7,never,,,
Nimalawa,village,80.44133,6.04871,84.4,4.4,146.7,<=150 m (50 storeys),,,
Pattiya wela,village,80.70571,6.07414,84.4,344.3,701.9,never,,,
Dodangaslanda,village,80.52945,7.57293,84.5,182.3,76.6,<=100 m (33 storeys),,,
Nihiluwa,village,80.70325,6.0729,84.5,344.5,706.1,never,,,
Henegedara,village,80.24555,7.53046,84.5,160.7,3.9,<=10 m (3 storeys),,,
Kattupol Watta,village,80.16678,6.12092,84.6,25.8,-1.2,ground level,1.145,,
Dampella,village,80.50225,6.0443,84.6,359.8,33.4,<=60 m (20 storeys),,,
Karagoda Uyangoda,village,80.51473,6.04437,84.6,358.9,206.4,never,,,
KumbalGoda,village,80.68581,6.06716,84.6,345.9,571.1,never,,,
Pitawala,village,80.75411,7.53237,84.7,199.4,746.7,never,,,
Taladuwa,suburb,79.84187,7.20431,84.8,121.1,-1.8,ground level,1.145,,
Kurunduwaththa vilage,village,80.27427,6.07644,84.8,17.1,51.9,<=60 m (20 storeys),,,
Hettiyawala,village,80.64884,6.05745,84.8,348.8,637.5,never,,,
Meetiyawala,village,80.65536,6.05848,84.8,348.3,728.4,never,,,
Nedalagamuwa,village,80.00613,7.39681,84.8,140.1,5.0,<=10 m (3 storeys),,,
Kirinda,town,80.62914,6.05234,84.9,350.3,602.9,never,,,
Godawela,village,80.69586,6.06716,84.9,345.2,692.9,never,,,
Talamporuwa,village,80.85327,6.12829,84.9,332.6,-2.3,ground level,1.118,,
Seenigama,village,80.09302,6.15726,85.0,32.0,1.3,ground level,1.14,,
Mayakaduwa,village,80.37459,6.05113,85.0,9.4,50.6,<=60 m (20 storeys),,,
Poramba Kananke,village,80.42045,6.04502,85.0,5.9,72.0,<=100 m (33 storeys),,,
Horagoda,village,80.46998,6.04151,85.0,2.2,160.2,never,,,
Karathota,village,80.67226,6.06013,85.0,347.0,498.4,never,,,
Talunna,village,80.82935,6.11523,85.0,334.6,0.6,ground level,1.125,,
Madukotan Arawa,village,81.26544,6.878,85.0,264.9,2246.8,never,,,
Kudagoda,village,80.18707,6.10637,85.1,24.0,-2.8,ground level,1.135,,
Koswatte - Panadaragama,village,80.24686,7.53629,85.1,160.9,3.7,<=10 m (3 storeys),,,
Yalkumbura,village,81.20741,7.11339,85.1,246.7,1824.5,never,,,
Pallegama,village,81.26018,6.92947,85.1,261.0,2016.4,never,,,
Ihala Vitiyala,village,80.54,6.04003,85.2,357.0,176.0,never,,,
Pussella,village,80.67979,7.5584,85.2,193.5,1.9,<=10 m (3 storeys),,,
Monrovia,village,80.15804,6.11806,85.3,26.3,-1.8,ground level,1.126,,
Metikotuwa,village,79.89148,7.28524,85.3,128.1,-1.3,ground level,1.128,,
Kananke,village,80.40902,6.04238,85.4,6.8,128.6,<=150 m (50 storeys),,,
Talpitiyagama,village,80.77011,6.08663,85.4,339.5,706.9,never,,,
Udapanguwagama,village,81.22997,7.06272,85.4,250.9,1879.3,never,,,
Thalagaha,village,80.24841,6.07807,85.5,19.0,63.1,<=100 m (33 storeys),,,
Munnakkara,village,79.83379,7.20359,85.5,120.7,-0.4,ground level,1.13,,
Kadduwa,village,80.51535,6.03666,85.5,358.9,193.1,never,,,
Polgolla - Gokarella,village,80.47181,7.5817,85.5,178.0,89.8,<=100 m (33 storeys),,,
Yatiella,village,81.25823,6.96164,85.5,258.6,1813.1,never,,,
Nalagasdeniya,village,80.10942,6.14038,85.6,30.3,5.7,<=10 m (3 storeys),,,
Andarawewa,village,81.08235,6.30071,85.6,311.1,-0.6,ground level,1.093,,
Pinkanda,village,80.13208,6.12828,85.6,28.4,4.5,<=10 m (3 storeys),,,
Dammulla,village,80.73459,6.07216,85.6,342.3,681.0,never,,,
Wakwella,village,80.18488,6.10112,85.7,24.0,-8.2,ground level,1.099,,
Udawela CP,village,80.95469,7.43699,85.7,215.9,1802.7,never,,,
Mankuliya,village,79.83074,7.20449,85.8,120.7,-0.1,ground level,1.124,,
Pamburugoda,village,80.38775,6.04186,85.8,8.3,203.5,never,,,
Wellana,village,80.43683,6.03562,85.8,4.7,-1.0,ground level,1.023,,
Uva Thissapura,village,81.09552,7.30698,85.8,230.1,2516.5,never,,,
Pathragoda,village,80.6173,6.04265,85.8,351.3,436.7,never,,,
Kadukanna,village,80.49815,6.03245,85.9,0.1,19.9,<=30 m (10 storeys),,,
Negombo,city,79.83312,7.20943,85.9,121.1,-0.1,ground level,1.121,,
Lihiriyagama,village,79.93232,7.34091,85.9,133.2,7.6,<=10 m (3 storeys),,,
Panadaragama,village,80.25303,7.54591,85.9,161.6,1.3,ground level,1.07,,
Mahagodayaya,village,81.27615,6.78622,85.9,271.7,2531.4,never,,,
Akmeemana,village,80.261,6.06956,86.0,17.9,39.0,<=60 m (20 storeys),,,
Puhulwella,village,80.61858,6.04061,86.0,351.2,455.0,never,,,
Hanagamuwa,village,80.71834,6.06323,86.0,343.7,713.4,never,,,
Kendawinna,village,81.25562,6.99237,86.0,256.4,1597.1,never,,,
Hikkaduwa,town,80.10282,6.14075,86.0,30.7,8.6,<=10 m (3 storeys),,,
Indigahadeniya,village,80.3904,6.03824,86.1,8.1,204.4,never,,,
Thotagoda,village,80.24069,6.07463,86.1,19.4,26.6,<=30 m (10 storeys),,,
Udattapola,village,80.53151,7.58722,86.1,182.4,106.5,<=150 m (50 storeys),,,
Thalgodapitiya,village,80.47686,7.58806,86.1,178.4,63.7,<=100 m (33 storeys),,,
Batuwila,village,80.57567,6.03341,86.2,354.4,264.3,never,,,
Badulugammana,village,81.20337,7.14572,86.2,244.4,1852.5,never,,,
Doowa,village,79.82556,7.20426,86.3,120.5,-0.5,ground level,1.113,,
Kurundugaspitiya,village,80.62827,7.57954,86.3,189.5,371.0,never,,,
Daluwakotuwa,village,79.85733,7.25508,86.4,124.9,1.2,ground level,1.106,,
Godakanda,village,80.22284,6.07808,86.5,20.8,19.6,<=30 m (10 storeys),,,
Labuduwa,village,80.23845,6.07226,86.5,19.5,23.7,<=30 m (10 storeys),,,
Imaduwa,town,80.3889,6.03548,86.5,8.2,219.9,never,,,
Batemulla,village,80.38549,6.03527,86.5,8.4,113.4,<=150 m (50 storeys),,,
Wegama,village,81.18872,7.18122,86.5,241.6,1961.6,never,,,
Ettukala,village,79.84151,7.23522,86.6,123.0,-0.3,ground level,1.106,,
Divelagoda,village,80.40193,6.03196,86.6,7.2,108.9,<=150 m (50 storeys),,,
Wadiyegoda,village,80.82967,6.09937,86.6,335.1,4.9,<=10 m (3 storeys),,,
Labuduwa,town,80.23189,6.07277,86.7,20.0,64.5,<=100 m (33 storeys),,,
Galketiya,village,80.22329,6.07579,86.7,20.7,-2.7,ground level,1.099,,
Telijjawila,suburb,80.49746,6.02538,86.7,0.2,1.2,ground level,1.098,,
Pitipanaveediya,village,79.82052,7.20292,86.7,120.2,-0.7,ground level,1.104,,
Yakuruwa,village,81.27917,6.89668,86.7,263.6,2262.0,never,,,
Kivulewadiya,village,80.87745,7.49644,86.7,208.8,1220.5,never,,,
Halminiya,village,80.84012,7.51612,86.7,205.7,1291.3,never,,,
Paragoda,village,80.37515,6.03471,86.8,9.2,52.9,<=60 m (20 storeys),,,
Wathawana,village,80.36571,6.03643,86.8,9.9,103.8,<=150 m (50 storeys),,,
Deegoda,village,80.38694,6.03235,86.8,8.3,180.6,never,,,
Kahawatta,village,80.73283,6.06024,86.8,342.7,631.0,never,,,
Uduweligoda,village,80.78255,6.07698,86.8,338.9,505.1,never,,,
Kochchikade,town,79.85904,7.26492,86.9,125.5,-0.2,ground level,1.099,,
Illukkumbura,village,80.77132,7.54677,86.9,200.2,1139.5,never,,,
Kandanegedara,village,79.98017,7.39946,86.9,138.7,1.7,<=10 m (3 storeys),,,
Pegirihena,village,80.35566,6.03668,86.9,10.6,66.0,<=100 m (33 storeys),,,
Vitarandeniya,village,80.80992,6.08751,86.9,336.7,112.7,<=150 m (50 storeys),,,
Thambaravila,village,79.87276,7.28437,86.9,127.3,1.3,ground level,1.099,,
Wewala,village,80.10346,6.12985,87.0,30.3,7.4,<=10 m (3 storeys),,,
Dankotuwa,town,79.88219,7.29749,87.0,128.4,-0.4,ground level,1.093,,
Ridiyagama,village,80.98182,6.1878,87.0,322.2,-0.8,ground level,1.079,,
Gammaduwa,village,80.69761,7.57135,87.0,194.6,197.0,never,,,
Angunuwaragala,village,80.98973,7.42689,87.1,218.4,2055.6,never,,,
Kiribamuna,village,80.4387,7.59516,87.1,175.6,269.4,never,,,
Urapola,village,80.55788,6.02435,87.1,355.8,328.5,never,,,
Katupotha,town,80.18757,7.53362,87.2,156.8,13.5,<=30 m (10 storeys),,,
Waaharakgoda,village,80.72304,6.05368,87.2,343.5,703.0,never,,,
Pahala Vitiyala,village,80.54671,6.0213,87.3,356.6,64.4,<=100 m (33 storeys),,,
Getamanna,village,80.68089,6.04074,87.3,346.7,448.8,never,,,
Siyabalagasgoda,village,80.75805,6.06385,87.3,340.9,893.5,never,,,
Selagama,village,80.59324,7.59327,87.3,186.8,740.8,never,,,
Vaikkala,village,79.86077,7.27635,87.4,126.3,1.6,ground level,1.088,,
Keselpotha,village,81.09389,7.3304,87.4,228.7,2165.7,never,,,
Rattandeniya,village,81.27634,6.95827,87.4,259.1,1850.0,never,,,
Karapitiya,suburb,80.22576,6.06708,87.5,20.3,9.4,<=10 m (3 storeys),,,
Yatiyana,town,80.60127,6.0247,87.5,352.6,236.4,never,,,
Uda Mattala,village,81.1327,6.33454,87.5,306.9,-0.3,ground level,1.046,,
Hawpe,village,80.34276,6.03383,87.5,11.5,77.0,<=100 m (33 storeys),,,
Nathagane,village,80.27538,7.56833,87.5,163.6,-1.0,ground level,1.022,,
Kawudupelella,village,80.6233,7.59128,87.5,189.0,640.7,never,,,
Aluketiyawa,village,81.11811,7.30343,87.5,231.4,2546.6,never,,,
Horadugoda,village,80.40768,6.02299,87.6,6.7,71.9,<=100 m (33 storeys),,,
Mahaheela,village,80.70413,6.04404,87.6,345.0,652.7,never,,,
Hapugala,village,80.19757,6.07579,87.7,22.4,23.0,<=30 m (10 storeys),,,
Mattala,village,81.11221,6.30643,87.7,309.4,0.0,ground level,1.054,,
Kodagoda,village,80.3944,6.02332,87.7,7.7,79.0,<=100 m (33 storeys),,,
Udukawa,village,80.47936,6.01686,87.7,1.5,70.4,<=100 m (33 storeys),,,
Hathamune,village,80.58574,6.02128,87.7,353.8,254.4,never,,,
Wathukola kanda,village,80.63002,6.0276,87.7,350.5,371.7,never,,,
Kumbaloluwa,village,80.67063,7.58426,87.7,192.5,217.4,never,,,
Kalugalgoda,village,80.38091,6.02472,87.8,8.6,108.9,<=150 m (50 storeys),,,
Aranwela,village,80.7467,6.05472,87.8,341.9,637.2,never,,,
Kothagoda,village,80.41683,6.01902,87.9,6.0,114.1,<=150 m (50 storeys),,,
Walakanda,village,80.65249,6.02899,87.9,348.9,640.3,never,,,
Thambilideniya,village,80.61186,7.59673,87.9,188.1,428.3,never,,,
Beliatte,town,80.73475,6.04927,88.0,342.8,641.9,never,,,
Angulugaha Junction,village,80.3156,6.03497,88.0,13.4,93.5,<=100 m (33 storeys),,,
Vigamuwa,village,80.84801,6.09373,88.0,334.0,1.7,<=10 m (3 storeys),,,
Poruthota,village,79.8429,7.26135,88.1,124.6,0.0,ground level,1.077,,
Therappahuwa,village,81.29398,6.87548,88.1,265.2,2468.6,never,,,
Kahaduwawatta,village,80.21454,6.06483,88.2,21.0,13.6,<=30 m (10 storeys),,,
Ambalanwatta,village,80.23334,6.05756,88.2,19.5,4.4,<=10 m (3 storeys),,,
Walahanduwa,village,80.25471,6.05049,88.2,17.9,25.4,<=30 m (10 storeys),,,
Ulu Kade Junction,village,80.29607,6.03842,88.2,14.8,103.4,<=150 m (50 storeys),,,
Kokmaduwa,village,80.43411,6.01453,88.2,4.7,80.4,<=100 m (33 storeys),,,
13th Mile Post,village,80.48259,7.60658,88.2,178.8,338.2,never,,,
Kumbukkana,village,81.29792,6.8079,88.3,270.1,2498.3,never,,,
Hettigoda,village,80.38217,6.01987,88.3,8.5,79.2,<=100 m (33 storeys),,,
Kambussawela,village,80.71915,6.04221,88.3,344.0,615.2,never,,,
Thihagoda,town,80.56588,6.01276,88.4,355.3,374.0,never,,,
Kolongoda,village,80.94222,7.47544,88.4,213.6,1406.1,never,,,
Ambagolla,village,81.21202,7.17275,88.4,243.0,1894.4,never,,,
Temwaththa,village,81.29276,6.91441,88.4,262.4,2206.8,never,,,
Kithulampitiya,village,80.20532,6.06489,88.5,21.6,32.0,<=60 m (20 storeys),,,
Kottawatta,village,80.60486,6.01633,88.5,352.5,262.9,never,,,
Pilana,village,80.29111,6.03569,88.6,15.1,62.9,<=100 m (33 storeys),,,
Dikkumbura,village,80.378,6.01753,88.6,8.8,95.6,<=100 m (33 storeys),,,
Malimbada,village,80.51695,6.00876,88.6,358.8,217.6,never,,,
Kadawedduwa,village,80.59477,6.01419,88.6,353.2,243.2,never,,,
Ihalagoda,village,80.66488,6.02566,88.6,348.1,583.5,never,,,
Gokarella,village,80.48363,7.61059,88.6,178.9,368.7,never,,,
Rajgama,village,80.14162,6.09153,88.7,26.5,0.1,ground level,1.064,,
Bamunaakotuwa,town,80.24893,7.57162,88.7,161.9,4.5,<=10 m (3 storeys),,,
Kuliyapitiya,town,80.04403,7.47014,88.7,145.5,-0.8,ground level,1.048,,
Andugoda,village,80.39064,6.01504,88.7,7.8,36.2,<=60 m (20 storeys),,,
Bodara kanda,village,80.68454,6.02915,88.7,346.7,425.7,never,,,
thalamulla,village,80.6706,6.02578,88.7,347.7,543.8,never,,,
Kanulwela,village,81.23963,7.11996,88.7,247.2,1893.9,never,,,
Dodangoda,village,81.23547,7.13066,88.7,246.4,1984.4,never,,,
Amunekandura,village,81.28835,6.95633,88.7,259.4,1964.1,never,,,
Gamaddegoda,village,80.14582,6.08813,88.8,26.2,14.9,<=30 m (10 storeys),,,
Nakkala,town,81.29858,6.89005,88.8,264.2,2368.0,never,,,
Uda Ambala,village,80.70471,6.03306,88.8,345.2,598.6,never,,,
Sitinamaluwa,village,80.75878,6.04917,88.8,341.2,796.9,never,,,
8th Mile Post,village,81.26477,7.05527,88.8,252.2,1642.0,never,,,
Dangoniya,village,81.26651,7.05032,88.8,252.5,1535.1,never,,,
Polgahapitiya,village,81.28373,6.98273,88.8,257.5,1662.9,never,,,
Welipitiya,village,80.44349,6.00777,88.9,4.0,126.7,<=150 m (50 storeys),,,
Gaminipura,village,81.30321,6.77679,88.9,272.3,2942.1,never,,,
Mihira,village,80.14848,6.08476,89.0,25.9,7.4,<=10 m (3 storeys),,,
Bolawatta,village,79.85784,7.29649,89.0,127.3,-0.7,ground level,1.054,,
Haliwala,village,80.2435,6.04611,89.0,18.6,15.9,<=30 m (10 storeys),,,
Ganegoda,village,80.97408,6.16005,89.0,323.8,-0.3,ground level,1.047,,
Puwakpitiya,village,80.74322,7.57682,89.0,197.6,770.9,never,,,
Ranna,town,80.87514,6.09701,89.1,332.2,7.8,<=10 m (3 storeys),,,
Thiththagalla,village,80.35498,6.01646,89.1,10.4,62.7,<=100 m (33 storeys),,,
Bibile,town,81.22541,7.16009,89.1,244.2,1890.7,never,,,
,village,80.69749,6.02807,89.1,345.8,535.3,never,,,
Paldeniya,village,80.60812,7.60827,89.1,187.8,231.4,never,,,
Angampitiya,village,79.85257,7.29123,89.1,126.8,5.0,<=10 m (3 storeys),,,
Jaburagoda,village,80.41397,6.00778,89.2,6.1,72.7,<=100 m (33 storeys),,,
Moonamalpe,village,80.45274,6.00388,89.2,3.4,79.0,<=100 m (33 storeys),,,
Nidanwela,village,80.46459,6.00351,89.2,2.5,85.5,<=100 m (33 storeys),,,
Hingurupattala,village,80.60738,6.00961,89.2,352.3,270.3,never,,,
Wagegoda,village,80.78357,6.0549,89.2,339.4,646.1,never,,,
Owakanda,village,80.15268,6.08015,89.3,25.5,13.6,<=30 m (10 storeys),,,
Ambala North,village,80.70721,6.02898,89.3,345.1,625.5,never,,,
